episode,reinforce_no_baseline,reinforce_baseline_20
74,-0.15569426312942092,4.19252088391023
75,3.3485161715420957,2.427249020285784
76,35.089240602278295,3.9614496324218957
77,4.823566482360811,2.971387064769263
78,0.5989988971894435,2.953747963944595
79,49.248497908837656,2.1895687966085298
80,6.127994986077091,4.142922073809057
81,1.237986852526924,3.365853811797794
82,4.649196917205506,3.985990938917789
83,0.8496962715015361,2.407779945343736
84,-1.2093007202215884,5.144706943119175
85,5.0480508134578335,2.6545315497122477
86,44.679199449996894,3.093091100078772
87,5.2552734861003785,3.1108033939222706
88,5.30139501464249,3.2036455747839274
89,44.50143505286526,3.097449690539487
90,-0.8253322496130329,2.554838276904467
91,34.938813377264914,3.190812226465457
92,3.590070635439804,2.4112978333923314
93,42.720283253901755,2.614416419966744
94,38.27118582853488,2.6994470067549807
95,4.220583988558726,3.0660354616680765
96,4.750152614215756,2.6674771149163474
97,6.035155269283154,2.6147166839456184
98,41.05211034987745,3.5988400376590506
99,46.25480516357522,2.8520089723701987
100,50.55755097196607,2.9610816325355263
101,6.152659291251379,3.258689034147684
102,11.722611380864866,2.8505678803620476
103,6.57622452101207,2.981324336020971
104,3.2931455892861594,2.4915447750655746
105,6.066656737317677,4.0946887201850055
106,45.62481247660335,1.896811140047613
107,44.3652221893179,3.0502653531193955
108,42.28442124004095,3.5736762392289076
109,6.676904537752817,3.049370277357621
110,4.736391548584134,2.6680387746556926
111,44.95798049919046,2.777149924414137
112,3.338140923793937,1.9619775066155039
113,5.786729644599454,3.2881433754088096
114,9.292248628063124,2.790235318268258
115,6.296705162799409,2.453714026196854
116,49.97551325437737,3.0042996241133544
117,38.38789696369825,3.310908598176775
118,51.042188043784364,2.4540000645902076
119,47.63047663529517,3.4174712297389274
120,46.33065920689842,3.752491074660437
121,3.696673696108861,2.314947732430462
122,10.589396623359843,3.4433035476219205
123,52.241187859719375,3.51954022528057
124,46.29934554386979,2.5657054405782165
125,6.382271350344679,3.0341318708281975
126,53.162498449959756,4.155668309015961
127,36.910469267966725,3.8369575756892726
128,8.811898457486215,3.1114364881227314
129,35.21218941104276,3.8433928060191844
130,36.68509186456172,4.466240194480995
131,7.084683600698038,4.244848763049859
132,37.01334544157291,3.1139875568807653
133,35.29196052140965,4.539970745820707
134,40.42090772565909,3.8786512065004897
135,9.675638621906996,3.9312370155916536
136,45.16643025856089,3.2524063241634735
137,6.815711262988877,3.4470582990477903
138,38.19374326457133,3.7641014675072046
139,36.83166994009624,3.9716273047695347
140,6.3994575984198585,4.424148952660651
141,37.16012094346837,4.744078210714792
142,46.23773629290844,2.983529424840062
143,3.6230661236077726,3.464256873468674
144,36.77410602549185,3.447921421273443
145,12.07835460290949,3.070187399088412
146,49.594823952208124,3.5475114059052695
147,37.29123012829435,3.0674770683369865
148,6.490189042738018,3.652274926662085
149,39.262954646176716,3.4848880947689205
150,7.170826247818088,3.5320151143756373
151,50.87693730966287,3.3482712836984883
152,49.833142999301096,3.680969565921381
153,41.06879485594483,3.698432240402168
154,46.24234232177939,3.255293869440095
155,7.921334535072461,2.603620345391392
156,40.489213212774715,3.99338347288362
157,44.68694903569806,3.5592667674005325
158,46.5508974001331,3.9931012262353667
159,38.8977514523027,3.124179592682992
160,6.224801845022863,3.960314011924549
161,44.31932802573847,3.6403306598490954
162,43.93644511808412,2.96326251064063
163,50.04522054857888,2.9504163116725826
164,39.991902128227785,3.3520137628828786
165,47.636784793760846,3.2057332220688277
166,40.659533674768696,5.207338999961366
167,42.46538280525771,3.0486983984279203
168,6.025917028744405,2.7975389847900867
169,35.23613623073343,3.715716864785488
170,51.68621936086699,3.21250261370192
171,4.9953224271821215,3.027135680550329
172,35.33483955599916,3.333823509085151
173,43.26232355359366,3.2129176289384977
174,5.421568209146472,2.734289739101202
175,52.12677852343347,3.0521089302987505
176,37.07562355849055,3.4819846938530166
177,3.6840525537934123,2.7672914034671354
178,41.98397567062346,3.8917305971763643
179,38.68729492267731,3.864083568571777
180,37.297562573008065,4.234447755467416
181,4.947725799947626,3.4347650332636706
182,45.4368870505453,2.0153277199771615
183,52.64496328417133,2.559909016060839
184,36.77053857823686,2.1416209010219265
185,8.545746178591022,4.794649312755869
186,40.260378506749475,4.616905740077094
187,41.5872150962734,2.5196146142978564
188,38.30579533340061,2.7220578426641
189,9.374617746910596,2.6774270803178624
190,38.165118198511905,2.1180399187787313
191,5.829429889053118,2.8396231422528233
192,7.196700113863988,3.8333443732409505
193,5.419381202685889,2.858560140358768
194,6.193265698037909,2.7118221967507425
195,6.0275851714766935,3.084924797250986
196,40.444915539401464,2.223499788859476
197,5.15070771184842,2.6377024002270675
198,6.311504167034209,2.5079576480969807
199,5.925132356990273,4.007371117422422
200,5.35919700464637,3.907254410538542
201,50.604008648546156,3.583160715615793
202,5.712766273002952,2.724275691964382
203,38.35048932380366,2.7663052121841885
204,5.712933138667948,2.668423723119669
205,5.9270641299535995,3.48857588897655
206,37.92964223852732,3.9741510996881937
207,8.787502753680263,3.1246396224445308
208,4.901693250696604,2.155684463129561
209,6.263582998274414,3.744068167412556
210,57.57644057864877,2.4208566485971863
211,5.430956739382894,3.0178725359557435
212,7.294578132467629,2.1787785142194296
213,4.667870162525037,2.2814207674832603
214,47.39023296638016,2.6080099949491675
215,8.368763432562007,3.7201356609508403
216,42.055099039570216,3.2932303107566874
217,5.381061517426252,2.552956275999944
218,7.544807303238393,5.108262572772795
219,4.563395194974902,2.7709146046005704
220,3.8585479263703615,3.532370763830249
221,3.9318605456012974,2.7806438332995045
222,7.416141977553939,3.9222258429482775
223,3.5133047670471926,3.30477093577115
224,6.060723200369501,3.4629627133573377
225,5.772969552520329,3.8156303701650294
226,5.98562601462605,2.9764946384361215
227,6.26301703428667,3.8305400444182927
228,6.714212214332937,2.869683751453205
229,37.193830352750375,2.38119073229076
230,5.4778975716672305,2.822602616664461
231,38.380096097184094,2.651105896344633
232,6.007748056417016,3.2560952741572495
233,5.679349846620833,2.8613253473037252
234,5.588369491069291,3.690571629599825
235,40.11940740845927,2.945813933185992
236,7.746401601159655,3.8019506173485578
237,36.93536830745832,2.9865740518652517
238,52.12135425980964,3.172650108225838
239,50.57053565600731,3.2993038191619277
240,6.702136547314193,2.651445223810601
241,4.2576556123399225,4.13069998004611
242,4.142735331087512,3.405422832960754
243,5.064555284642244,3.44236995976428
244,7.241819813820872,3.6487319910172253
245,50.49612151421954,1.3900761636359336
246,40.47315557108562,3.7554735397908474
247,5.516004203511093,3.2437960986885166
248,40.610134896252546,3.827326843449591
249,47.82585180417282,2.4381015340334873
250,5.9176888536140115,2.646064385848163
251,6.03873993136501,3.8667529098478313
252,42.31170579079322,1.8551875844514363
253,42.57768433864817,2.957673989134118
254,4.330943909392247,3.301444156704596
255,3.9884734899929666,2.9329525233205755
256,46.98486900153414,2.73575430437546
257,46.20275111567785,3.527818221416164
258,5.933376659152815,4.531367145370181
259,4.316381488924558,3.4648651155087102
260,4.491447734195108,1.856521036880253
261,36.891189071090245,1.5852949866749972
262,3.5743863294657974,3.8459146215148903
263,11.868047706914806,3.6540774949946178
264,5.589404443588556,3.8403499804241505
265,4.996787886204497,2.513385054189007
266,4.321437160186511,1.7444685981536514
267,3.295354569378312,2.5628374320230893
268,3.888549834021947,3.930903115958752
269,3.7474918623372178,4.062985347029819
270,38.49607831868009,3.453139819758742
271,3.7173815894796647,3.61520850688039
272,5.75470935889564,3.651812296438321
273,4.453200195437855,3.5348842312865
274,6.158291729266885,3.075770983237546
275,4.438247023928279,3.899988903740034
276,4.390134576549084,2.6583333340746003
277,5.994444471074195,3.0947019257978976
278,42.45258715233099,3.7311737220502197
279,4.184107566004633,2.7248973095589992
280,4.931001180314336,3.858059881167309
281,33.59786761798207,2.2939104113015003
282,4.198887513372039,2.112529358755528
283,5.499589795089705,2.664483805684042
284,3.7583920460552602,3.251930108784758
285,45.87669098024088,1.9799484759649157
286,6.36442628114126,2.0582992946504004
287,34.77131041982928,3.369544254366053
288,6.587201514129504,3.664769378740174
289,3.6440010737169803,2.9875216341118747
290,6.094765074995343,2.445754637543581
291,6.3787987654871845,3.707970783061785
292,5.235660125379999,3.628653518332206
293,5.331000266001265,2.8738530277907577
294,4.911263737427744,2.04185114543235
295,39.950167420528686,2.45738358113005
296,14.924065230000263,2.299929408566081
297,46.268762328243746,2.7326622036494292
298,7.614721161019016,3.949104768528108
299,4.086829097084199,3.698418525840752
300,44.65936406560624,1.7948423234310953
